"school_ID" "stud_ID" "grade" "gender" "immig" "SCHRISK" "BULLIED" "FEELSAFE" "BELONG" "TEACHSUP" "ANXMAT" "MATHPERS" "math_time" "study_time" "EXERPRAC" "STUDYHMW" "PAREDINT" "ESCS" "FAMSUP" "FAMSUPSL" "PV1MATH" "PV2MATH" "PV3MATH" "PV4MATH" "PV5MATH" "PV6MATH" "PV7MATH" "PV8MATH" "PV9MATH" "PV10MATH" "mate" "MACTIV" "SCHSIZE" "SMRATIO" "SCHSEL"
"4685" "38000122" "38006738" 1 0 0 -0.4624 -1.228 1.1246 0.713 -0.5635 -0.2885 -0.4119 3 2 6 6 12 0.022 -0.7837 -0.0328 444.407 416.907 411.304 443.925 440.865 378.974 400.929 445.036 430.442 447.215 426.0004 NA NA NA NA
"4686" "38000277" "38006739" 1 0 0 1.324 -1.228 -0.756 -0.2482 -0.5635 0.1931 0.3951 3 3 6 7 16 0.7999 1.9081 -0.2552 580.339 566.313 564.674 571.617 582.475 549.473 567.742 569.794 582.7 602.143 573.727 4 1883 94.15 1
"4687" "38000332" "38006740" 2 1 0 0.8125 -0.0259 -0.756 0.5453 -1.3627 -1.6297 -1.313 1 4 10 10 14.5 -0.1521 0.595 0.6976 432.036 507.381 483.652 438.291 492.353 443.577 469.025 458.808 443.811 447.888 461.6822 1 143 23.8333 3
"4688" "38000232" "38006741" 1 1 0 -0.4624 -0.391 1.1246 0.8452 -0.1002 1.9159 0.9505 4 5 0 5 12 -0.0048 -0.1428 0.0315 400.531 373.164 404.523 427.014 414.035 355.002 392.415 399.326 427.743 408.849 400.2602 2 1001 83.4167 1
"4689" "38000012" "38006744" 1 1 0 -0.4624 1.0771 0.1368 0.7639 -1.0693 1.2587 0.269 1 3 6 6 NA NA 0.0569 -0.9771 412.839 437.255 449.25 400.339 480.583 418.335 460.142 445.528 415.081 420.348 433.97 2 219 73 2
"4690" "38000334" "38006748" 1 0 0 -0.4624 0.5884 0.3308 0.1999 -1.3627 -0.3794 0.0176 3 3 5 6 14.5 0.5535 -2.7063 0.4642 562.92 528.29 544.497 589.718 591.199 560.705 551.296 562.625 519.681 555.175 556.6106 1 338 56.3333 3
"4691" "38000181" "38006749" 2 1 0 -0.4624 -0.4588 -0.756 -0.9777 1.5558 1.0161 0.8152 6 6 0 10 9 -1.0305 -0.4644 -0.6337 474.958 492.179 495.389 483.805 465.053 467.889 466.792 484.799 505.669 507.215 484.3748 3 808 52.129 1
"4692" "38000278" "38006751" 1 0 0 0.8125 0.7179 1.1246 0.5453 -1.0693 0.1748 0.3818 2 3 4 7 16 1.088 0.0754 NA 693.103 725.916 716.802 685.331 669.608 707.937 623.411 710.717 695.558 658.552 688.6935 4 1409 67.0952 3
"4693" "38000205" "38006753" 1 0 1 -0.4624 1.0753 0.6942 0.028 -0.3322 0.7774 -0.4211 1 3 6 8 12 -1.3084 -0.4285 0.9031 460.207 444.462 456.916 503.784 397.68 444.156 469.841 452.027 499.363 458.585 458.7021 4 318 63.6 1
"4694" "38000007" "38006754" 1 0 0 -0.4624 -0.267 -0.756 -0.2985 0.8211 0.1031 0.4644 3 6 8 10 16 0.8983 -0.5009 -0.5053 577.689 555.785 550.221 526.264 562.487 589.552 557.02 491.093 560.288 602.902 557.3301 3 1359 90.6 3
"4695" "38000169" "38006755" 1 0 0 -0.4624 0.1924 0.4417 -1.0641 1.5558 -0.8811 0.4516 1 3 3 4 14.5 0.2352 -0.4457 -0.1403 509.732 524.722 503.671 543.926 523.342 536.882 525.024 500.663 560.705 531.637 526.0304 2 784 71.2727 2
"4696" "38000190" "38006756" 1 0 0 -0.4624 -1.228 1.1246 1.5093 1.5558 2.6149 -0.1475 3 6 8 9 14.5 0.4017 1.5146 0.5128 484.164 446.567 462.161 482.42 470.669 454.5 511.013 451.988 473.861 482.256 471.9599 3 483 74.3077 3
"4697" "38000267" "38006758" 1 1 0 -0.4624 -0.0259 -0.756 NA -0.3322 0.8757 0.9182 4 6 10 10 16 0.1983 -0.0562 0.2895 479.844 532.106 514.336 527.568 486.736 456.769 491.647 448.274 525.498 466.248 492.9026 4 950 70.3704 3
"4698" "38000054" "38006759" 1 0 0 -0.4624 -1.228 0.4417 -0.3261 -0.1002 0.6387 0.1045 2 3 1 6 16 0.8399 -0.0565 -0.091 525.819 557.29 532.461 543.274 511.195 557.871 552.723 541.76 520.552 543.087 538.6032 3 1193 88.3704 3
"4699" "38000006" "38006761" 1 1 0 -0.4624 -0.1325 -0.756 0.3142 -0.1002 0.1931 -2.8958 2 5 6 5 16 1.2688 -0.6206 0.0205 453.34 463.087 498.575 491.208 471.904 482.593 497.545 489.554 468.718 475.626 479.215 3 1973 78.92 2
"4700" "38000161" "38006762" 1 1 0 0.4017 -0.0351 0.6342 -0.8498 1.5558 0.4067 -1.1298 1 2 3 4 14.5 -0.8386 -1.0162 -0.0929 493.792 450.914 433.44 441.847 434.676 479.414 450.348 461.687 429.555 485.816 456.1489 NA NA NA NA
"4701" "38000049" "38006764" 2 0 0 -0.4624 -0.1325 1.1246 2.7474 -0.5635 -0.9877 -0.3586 1 2 0 3 12 -1.5548 -0.0428 -0.4904 572.342 599.703 605.005 613.744 585.636 588.58 609.824 570.993 623.057 623.072 599.1956 4 414 92 1
"4702" "38000337" "38006765" 1 0 0 0.4017 0.8303 1.1246 0.7356 -0.3322 0.1931 -0.6254 1 1 5 3 16 0.9826 -1.1431 -0.5753 521.656 511.746 512.982 526.148 548.537 524.164 525.081 487.566 485.98 553.194 519.7054 2 149 NA 1
"4703" "38000099" "38006766" 1 1 1 -0.4624 0.0626 -0.756 -0.1361 -1.0693 0.3729 -1.0425 1 3 4 4 16 0.0435 -0.9159 NA 404.521 419.455 433.263 480.313 493.123 436.844 436.364 414.86 417.35 446.41 438.2503 0 157 78.5 2
"4704" "38000319" "38006767" 0 0 1 0.8125 -1.228 1.1246 0.6428 1.5558 -2.3945 1.6601 1 1 0 1 9 -1.7277 -0.5238 NA 474.442 528.403 511.145 482.283 506.286 539.159 459.851 487.787 490.616 491.674 497.1646 0 414 100 2
"4705" "38000133" "38006770" 1 1 0 -0.4624 -1.228 0.6342 0.1702 -0.8059 -0.4577 -1.0126 1 2 0 5 16 0.7412 -1.1061 1.07 393.838 479.669 332.999 397.44 398.673 388.508 376.359 428.146 405.54 383.325 398.4497 1 132 88 3
"4706" "38000094" "38006772" 1 0 0 0.703 0.904 -0.756 0.3142 -0.1002 -0.2758 -0.2903 1 2 7 7 12 0.7034 -0.6951 0.0624 527.335 533.358 525.345 488.57 498.159 520.319 471.871 501.074 587.083 488.11 514.1224 1 186 74.4 1
"4707" "38000201" "38006773" 1 0 0 0.4017 0.7343 1.1246 0.1958 -0.1002 0.905 -0.1424 1 3 5 1 16 1.3566 -0.5392 -0.274 574.839 597.085 635.369 542.68 599.255 510.301 616.047 553.888 565.568 581.852 577.6884 4 342 27.36 3
"4708" "38000130" "38006774" 1 1 0 -0.4624 -1.228 1.1246 0.1832 -0.1002 -0.3744 0.1641 1 2 3 9 16 1.0321 -0.5442 -0.1575 512.281 533.016 614.02 597.839 577.805 563.886 600.468 548.136 559.883 559.592 566.6926 2 1004 91.2727 2
"4709" "38000242" "38006775" 1 1 0 0.8125 1.9089 -1.3019 -3.2569 -0.1002 1.2587 -1.3894 1 1 6 4 16 1.0137 0.3155 0.6018 476.309 526.342 467.234 517.973 507.131 492.901 477.752 505.86 461.086 461.828 489.4416 3 862 100 3
"4710" "38000298" "38006777" 1 1 0 -0.4624 0.2645 -2.1927 -1.3295 -2.9095 -0.9755 -1.4969 6 6 0 0 16 0.4548 -1.2729 -1.081 324.639 414.206 363.982 423.067 391.516 382.531 342.139 381.126 354.273 375.142 375.2621 0 1150 100 3
"4711" "38000187" "38006778" 1 0 0 -0.4624 -1.228 -0.756 0.2003 -0.1002 -0.638 -0.8162 1 1 10 5 9 -1.6971 -0.1262 -2.2395 358.024 364.65 388.07 390.242 397.239 339.667 340.454 388.234 292.38 350.34 360.93 3 1166 72.875 2
"4712" "38000062" "38006779" 1 0 0 -0.4624 -1.228 1.1246 2.1143 0.8211 0.6387 -0.613 3 5 6 8 9 -1.4636 0.6665 1.3228 452.952 431.089 491.457 445.776 437.972 437.15 425.525 403.861 462.817 458.461 444.706 4 1455 100 2
"4713" "38000153" "38006780" 1 0 0 -0.4624 -1.228 -0.756 1.1073 0.8211 0.544 0.0115 2 4 5 8 16 0.9292 1.0626 -0.0632 566.724 608.073 508.4 544.663 603.553 569.978 565.841 571.224 560.272 650.419 574.9147 2 1553 94.1212 3
"4714" "38000064" "38006781" 0 0 0 0.8125 -0.3264 0.6942 -0.1361 -0.1002 NA NA 2 4 6 10 12 -1.1397 NA NA 470.527 451.656 533.659 498.784 483.389 482.474 484.824 449.988 504.635 433.775 479.3711 1 690 81.1765 2
"4715" "38000060" "38006782" 1 1 0 -0.4624 -1.228 1.1246 2.7474 1.5558 1.1417 -0.0335 1 1 3 4 16 1.4496 0.4767 0.583 562.612 553.058 581.514 555.993 533.751 507.51 524.63 535.281 540.23 532.382 542.6961 3 729 54 1
"4716" "38000287" "38006783" 1 1 1 -0.4624 -0.391 -0.756 -0.7101 -0.8059 0.1031 -1.4483 1 2 2 5 12 -0.8929 0.3999 0.0427 442.076 470.26 443.269 449.959 455.62 505.336 466.358 477.243 462.802 445.921 461.8844 NA NA NA 1
"4717" "38000209" "38006785" 1 0 0 0.8125 -0.391 1.1246 0.0399 -0.5635 1.2587 -1.4246 1 1 10 4 14.5 0.5837 0.0954 1.7821 395.943 421.4 343.24 360.922 356.917 357.968 408.027 336.27 406.104 362.687 374.9478 2 1111 100 3
"4718" "38000175" "38006787" 0 0 0 0.4017 -1.228 1.1246 0.7356 -0.5635 -1.6741 2.0894 2 4 4 10 16 -0.4625 1.6799 2.1827 509.962 486.662 461.387 479.789 471.299 459.068 455.276 478.89 467.307 405.679 467.5319 1 1296 100 3
"4719" "38000163" "38006788" 1 0 0 -0.4624 -1.228 1.1246 0.5159 0.8211 NA NA 2 3 2 4 16 0.8655 NA NA 644.816 693.572 656.229 634.134 668.163 633.888 645.886 664.881 675.249 672.022 658.884 4 882 58.8 3
"4720" "38000332" "38006789" 1 1 0 0.4017 -0.4588 -0.756 -1.1903 1.5558 0.544 -0.367 1 2 0 4 9 -1.2446 -0.1203 0.6413 341.383 442.023 410.979 414.085 384.961 450.432 456.017 411.795 341.499 401.06 405.4234 1 143 23.8333 3
"4721" "38000195" "38006790" 1 0 1 -0.4624 -1.228 1.1246 1.1073 -0.8059 0.1748 -0.2319 2 4 10 6 12 -0.6848 1.4475 0.0224 535.229 520.394 507.241 516.324 563.021 553.827 541.378 579.449 507.829 597.368 542.206 2 1879 79.9574 1
"4722" "38000179" "38006791" 1 0 0 -0.4624 -1.228 1.1246 1.1073 0.1475 -1.2788 1.2151 1 2 4 8 16 0.8949 1.4365 2.2183 523.143 548.625 517.719 519.895 548.577 484.939 530.94 522.549 505.238 544.62 524.6245 2 657 100 2
"4723" "38000300" "38006792" 0 0 1 -0.4624 1.2956 1.1246 -0.2425 1.5558 -1.2286 -0.7576 1 1 10 4 12 -1.4974 0.1911 NA 490.722 427.453 434.342 452.155 458.819 462.136 462.022 503.339 449.459 458.154 459.8601 3 606 67.3333 1
"4724" "38000265" "38006794" 1 0 0 1.4434 0.2289 -0.756 0.0271 1.5558 0.1931 -0.0198 4 2 1 10 14.5 -0.5239 -0.9606 NA 612.358 638.206 547.705 612.633 578.808 550.994 561.497 604.674 594.66 577.015 587.855 2 850 89.4737 1
"4725" "38000142" "38006795" 1 1 0 0.4017 -1.228 1.1246 0.0399 1.5558 0.6566 0.088 2 6 2 10 14.5 -0.2195 -0.0233 2.2679 392.417 383.678 337.481 377.087 384.019 410.7 419.577 403.514 383.443 403.686 389.5602 3 325 59.0909 3
"4726" "38000343" "38006797" 1 1 0 -0.4624 0.551 0.4417 0.0977 0.1475 NA -0.6982 1 4 8 6 16 0.5547 0.2506 NA 455.641 472.695 434.609 439.785 429.08 422.284 423.128 466.988 413.722 484.984 444.2916 3 899 89.9 1
"4727" "38000211" "38006799" 1 0 0 -0.4624 0.6932 -0.756 0.1496 1.5558 0.5653 0.1637 4 5 4 6 16 1.975 0.155 0.5071 650.445 670.309 684.597 738.856 611.785 635.082 674.762 653.317 656.6 641.761 661.7514 3 1106 61.4444 2
"4728" "38000286" "38006801" 1 0 0 -0.4624 -1.228 1.1246 0.6239 0.8211 -2.3945 1.5599 1 3 4 4 9 -1.5748 -1.1031 -1.2494 606.392 599.248 617.133 587.396 595.181 638.363 620.123 578.295 577.084 617.548 603.6763 1 73 24.3333 3
"4729" "38000128" "38006803" 1 0 0 -0.4624 -1.228 1.1246 0.9331 -0.3322 0.3378 0.2557 3 3 2 5 16 1.0708 1.8248 -0.0949 655.585 632.061 587.654 620.838 643.415 647.139 633.903 617.103 675.77 610.527 632.3995 4 1045 59.7143 3
"4730" "38000213" "38006804" 0 1 0 -0.4624 -1.228 -1.3019 -0.8721 0.8211 0.6387 -1.0494 3 5 0 2 9 -1.5271 0.4862 -0.2198 382.787 376.906 370.355 350.218 382.161 365.535 288.947 352.892 345.973 347.828 356.3602 2 719 84.5882 2
"4731" "38000072" "38006806" 1 0 1 -0.4624 0.7179 0.4014 -0.2237 -0.1002 0.6566 -2.7585 1 4 4 0 16 -0.4805 -1.2041 0.0352 420.38 517.837 514.172 457.477 451.066 404.034 428.363 470.4 446.564 428.785 453.9078 2 504 56 2
"4732" "38000168" "38006807" 1 1 1 3.0521 0.688 1.1246 -0.5089 -0.1002 0.133 -0.7822 1 2 0 5 9 -1.5242 -1.1821 -1.4434 417.161 338.309 329.374 398.786 283.222 361.265 404.47 396.907 497.804 423.487 385.0785 1 1020 97.1429 3
"4733" "38000174" "38006808" 1 0 0 0.703 0.2652 1.1246 0.6338 -1.3627 1.2595 1.0226 1 1 4 4 12 -0.3794 -0.6787 0.2183 452.716 396.508 394.347 395.618 438.667 374.533 414.824 434.894 437.726 424.18 416.4013 0 1099 100 1
"4734" "38000313" "38006809" 1 1 1 -0.4624 -0.267 0.6342 -0.9606 0.8211 0.905 0.3497 5 6 0 8 16 0.0197 0.0933 0.8204 549.631 492.039 542.395 474.695 501.231 545.292 515.608 519.476 593.133 527.889 526.1389 4 683 62.0909 3
"4735" "38000008" "38006811" 1 1 0 -0.4624 -1.228 -0.756 -0.8526 -1.0693 0.6647 2.7081 2 6 6 10 12 -0.9654 -0.4002 -0.4337 464.056 478.669 471.943 409.195 460.155 532.34 397.706 495.588 454.071 466.531 463.0254 0 828 87.1579 1
"4736" "38000115" "38006812" 1 1 0 -0.4624 -1.228 0.4417 2.1143 -0.3322 0.1931 1.2081 1 2 8 6 12 -0.8058 -0.6539 0.5784 483.991 490.443 473.817 456.493 454.161 468.766 454.939 451.581 459.144 429.895 462.323 3 242 80.6667 1
"4737" "38000072" "38006813" 0 0 NA 3.0521 NA NA NA -0.1002 NA NA 3 6 3 3 NA NA NA NA 352.559 333.964 278.924 355.822 333.058 325.528 330.538 308.735 346.265 320.117 328.551 2 504 56 2
"4738" "38000079" "38006814" 1 1 0 -0.4624 -1.228 0.4417 -0.2482 -0.1002 -0.1172 -0.0102 3 3 4 10 16 0.7519 -1.1962 0.0582 543.419 473.878 446.268 461.554 465.318 523.649 420.302 482.83 498.907 484.138 480.0263 3 906 64.7143 3
"4739" "38000169" "38006815" 1 0 0 -0.4624 1.2634 -1.3019 -1.1903 -1.0693 0.3378 -0.1301 3 3 3 4 14.5 0.6166 0.0329 NA 590.739 590.354 582.64 618.887 601.115 584.399 623.757 595.93 559.435 585.427 593.2683 2 784 71.2727 2
"4740" "38000029" "38006818" 0 1 0 0.4017 0.6506 0.4417 -0.2208 NA NA NA NA NA 2 5 12 -1.1782 NA NA 464.492 445.193 429.859 435.501 434.934 411.146 410.448 406.177 382.283 427.646 424.7679 3 108 100 1
"4741" "38000061" "38006819" 0 1 0 -0.4624 -1.228 0.1368 0.1916 -1.3627 0.3378 0.0216 1 3 2 10 9 -1.4764 -0.5343 NA 440.194 483.584 489.514 503.527 445.881 433.803 468.643 471.293 424.705 463.189 462.4333 1 468 93.6 2
"4742" "38000166" "38006821" 1 0 0 -0.4624 -1.228 1.1246 0.3378 0.4357 -0.1371 0.2617 3 5 2 5 16 1.1171 0.1403 0.3112 633.955 633.125 618.691 611.505 579.52 626.934 620.797 621.828 570.609 609.921 612.6885 2 58 58 3
"4743" "38000011" "38006822" 0 1 1 -0.4624 -1.228 1.1246 0.9614 -0.3322 -0.0575 0.356 3 5 4 6 14.5 0.0448 -0.9125 0.2232 452.714 361.65 439.857 452.195 447.151 425.008 436.787 383.654 453.273 405.538 425.7827 3 1025 100 3
"4744" "38000241" "38006824" 1 1 0 -0.4624 0.2645 1.1246 -0.0255 1.5558 1.2595 -2.8348 2 3 6 5 14.5 0.4679 -2.5325 NA 429.311 366.259 391.382 346.509 376.279 363.727 413.222 375.39 369.715 368.396 380.019 0 296 100 3
"4745" "38000107" "38006827" 1 0 0 0.8125 -1.228 -0.756 1.1073 -0.8059 -2.3558 -1.1262 1 1 6 0 16 0.7993 NA NA 304.986 343.132 315.729 325.029 360.144 290.376 317.974 356.803 297.044 337.086 324.8303 0 679 100 3
"4746" "38000132" "38006829" 1 0 0 1.324 1.2517 -1.6522 -0.7722 0.1475 0.905 -0.6468 1 1 3 3 16 0.4436 -1.1486 1.0154 384.863 384.082 318.916 288.58 334.461 376.205 330.203 381.631 370.361 352.485 352.1787 2 455 91 1
"4747" "38000315" "38006830" 1 1 0 -0.4624 -1.228 1.1246 1.4938 -0.1002 -2.3868 0.8448 1 3 10 9 16 1.157 1.6969 0.5389 473.392 485.5 489.311 520.786 496.801 429.394 483.111 470.091 497.583 512.536 485.8505 2 729 54 1
"4748" "38000337" "38006831" 1 1 0 -0.4624 0.797 -0.756 0.3787 1.5558 -0.2758 0.2008 2 3 8 10 14.5 0.5201 -0.3948 -0.4226 610.105 604.096 644.838 574.553 590.268 612.027 589.598 619.762 579.428 561.968 598.6643 2 149 NA 1
"4749" "38000164" "38006832" 1 1 0 -0.4624 -0.1325 0.6342 -0.5906 -1.0693 -1.1715 -0.1552 1 3 2 3 12 -0.195 -0.2957 -0.138 552.798 563.776 525.532 589.835 574.306 589.917 515.81 576.723 557.464 582.562 562.8723 3 1384 69.2 2
"4750" "38000200" "38006836" 1 1 0 -0.4624 0.6168 -1.5326 -0.8432 0.1475 1.2595 -0.3545 2 3 4 8 12 -0.3 0.0671 -0.3024 488.186 406.09 511.492 427.178 440.588 437.96 498.731 425.042 435.544 466.601 453.7412 2 472 44.9524 1
"4751" "38000184" "38006841" 1 1 0 -0.4624 0.2645 0.6342 -0.7133 1.5558 2.635 0.696 2 6 0 10 9 -1.9501 -2.676 -1.7558 424.025 358.682 369.617 395.693 380.758 365.32 387.884 421.887 358.633 293.994 375.6493 2 1046 83.68 3
"4752" "38000183" "38006842" 1 1 0 -0.4624 0.3635 -1.1042 -1.2185 1.5558 1.4278 -0.2392 2 5 6 10 9 -1.7574 -0.1229 NA 353.67 395.451 360.252 405.799 406.177 428.227 377.379 425.584 383.05 334.438 387.0027 3 1132 87.0769 1
"4753" "38000171" "38006843" 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 558.506 571.824 549.992 541.916 535.792 561.078 561.056 551.599 560.41 540.838 553.3011 3 2000 88.8889 2
"4754" "38000278" "38006844" 2 0 0 0.703 -1.228 1.1246 -0.3261 0.8211 -0.7358 2.5606 1 2 7 3 16 1.47 0.308 -0.2099 767.844 805.586 734.295 855.541 736.209 801.731 755.374 778.862 779.401 773.323 778.8166 4 1409 67.0952 3
"4755" "38000164" "38006846" 1 1 0 NA -1.228 -1.3934 0.6268 -1.0693 NA -0.4378 1 4 10 8 12 0.0355 -0.5256 -0.228 361.665 428.347 373.554 415.917 428.88 414.464 417.017 422.955 382.169 388.313 403.3281 3 1384 69.2 2
"4756" "38000226" "38006848" 1 0 0 -0.4624 -1.228 1.1246 0.3378 -2.1346 1.2595 -1.1376 1 3 0 3 12 0.2968 -0.106 0.8506 584.485 614.71 561.329 559.527 612.019 627.406 604.503 574.815 536.702 571.052 584.6548 4 369 43.4118 1
"4757" "38000137" "38006849" 1 0 0 0.8125 1.6086 -0.756 -0.9643 0.1475 0.1931 0.3007 2 4 6 8 14.5 0.1626 -0.3668 NA 524.955 521.281 507.262 549.865 572.294 548.655 552.07 535.221 567.776 574.297 545.3676 4 109 6.8125 2
"4758" "38000210" "38006851" 1 1 0 -0.4624 0.5236 0.4417 -0.7074 -1.3627 0.602 -0.8982 1 4 4 3 12 -1.0197 -0.6908 -0.4417 475.347 423.046 434.556 439.314 418.508 434.706 422.634 432.009 446.772 441.472 436.8364 1 771 96.375 2
"4759" "38000344" "38006853" 0 0 1 -0.4624 -0.267 -1.1657 0.0311 NA NA NA 1 4 4 6 14.5 -0.5997 NA NA 413.61 419.356 414.382 430.284 463.464 398.398 419.79 428.697 432.377 391.234 421.1592 4 537 76.7143 3
"4760" "38000252" "38006854" 1 0 0 -0.4624 -1.228 1.1246 0.1523 0.4357 -0.5191 0.3059 3 4 2 5 16 0.9344 0.0855 NA 410.431 408.496 449.383 452.242 439.628 453.593 415.302 439.771 446.299 422.984 433.8129 3 156 31.2 2
"4761" "38000008" "38006856" 1 1 0 -0.4624 -1.228 -1.1042 -0.9739 0.4357 -0.5006 2.4507 4 6 4 7 9 -1.4676 -1.0363 -0.0875 408.342 400.332 406.592 408.79 389.498 352.979 432.91 434.948 402.848 426.876 406.4115 0 828 87.1579 1
"4762" "38000234" "38006860" 1 0 0 3.0521 -1.228 1.1246 0.5969 -1.7015 0.3378 0.6233 1 5 7 5 12 -0.7015 1.7365 1.0182 546.064 481.995 501.942 535.428 471.775 481.37 544.402 497.335 498.363 530.692 508.9366 1 606 86.5714 2
"4763" "38000250" "38006861" 1 1 0 0.8125 0.263 0.4417 -0.6412 1.5558 0.1932 1.0505 1 3 4 5 12 -1.167 1.7512 -0.1765 524.242 535.323 545.533 542.285 556.832 508.067 561.872 578.119 546.019 597.613 549.5905 3 620 100 3
"4764" "38000171" "38006862" 2 0 0 0.8125 0.6017 0.2485 -0.9976 1.5558 -0.2885 1.3823 2 3 10 4 16 1.1206 -0.5721 -0.5995 643.202 624.687 596.286 636.685 616.631 589.22 614.441 593.093 672.844 686.635 627.3724 3 2000 88.8889 2
"4765" "38000210" "38006863" 1 1 0 -0.4624 -0.267 -0.756 -0.4798 -0.8059 2.6149 -0.1144 1 5 2 9 16 0.9053 1.7884 0.5189 539.645 449.23 476.233 509.97 513.396 464.042 479.348 535.08 484.998 514.729 496.6671 1 771 96.375 2
"4766" "38000067" "38006864" 1 1 0 -0.4624 1.458 0.1413 -0.4839 -0.8059 -0.1371 0.6794 4 4 6 8 16 0.1149 -0.0171 0.9035 478.599 446.102 421.113 466.83 437.374 479.27 470.002 483.397 489.576 469.991 464.2254 3 650 100 1
"4767" "38000347" "38006866" 1 0 0 -0.4624 -1.228 0.4417 0.1999 -0.8059 0.6647 -0.1087 3 4 8 10 16 0.5851 -0.5445 0.6349 482.08 490.475 488.674 497.111 513.267 479.629 464.797 436.566 467.469 493.004 481.3072 4 1181 60.5641 3
"4768" "38000165" "38006867" 1 1 NA 1.324 -0.391 -0.756 0.0311 -1.0693 1.4533 0.2523 1 3 7 8 9 -2.3091 0.4992 0.6243 359.852 342.127 365.286 310.002 354.386 341.173 355.576 364.594 314.415 318.455 342.5866 NA NA NA NA
"4769" "38000143" "38006868" 1 0 1 0.8125 0.1107 1.1246 0.2106 -0.3322 0.1932 -0.6086 1 2 3 4 16 -0.3655 -0.6274 0.4931 372.547 369.773 371.84 370.666 371.387 360.857 341.714 365.518 337.291 334.859 359.6452 2 319 70.8889 3
"4770" "38000327" "38006869" 1 1 0 -0.4624 -1.228 1.1246 0.1901 -2.1346 1.0112 -0.8065 3 4 4 8 16 -0.2239 0.3568 -0.7093 459.92 481.161 434.564 452.159 513.256 451.684 465.381 472.656 464.247 435.312 463.034 3 109 6.8125 2
"4771" "38000163" "38006870" 1 0 0 -0.4624 0.5767 1.1246 -0.471 -0.5635 -0.1371 -0.7691 1 2 5 6 16 1.1953 -0.84 0.2496 628.387 633.22 643.54 650.912 630.828 607.899 699.133 631.296 645.428 661.458 643.2101 4 882 58.8 3
"4772" "38000309" "38006871" 0 1 0 1.324 -1.228 -0.756 1.0846 1.5558 -0.2045 0.5031 3 3 0 4 6 -2.2119 0.9499 0.4096 364.528 399.96 387.646 379.082 377.02 423.81 408.124 404.884 371.02 383.295 389.9369 1 283 35.375 2
"4773" "38000341" "38006872" 1 0 0 -0.4624 -0.1325 1.1246 1.1073 -1.7015 -0.6243 2.748 2 3 1 6 16 1.5297 0.4981 -0.0571 633.261 624.738 602.206 634.689 605.091 667.827 675.426 601.639 624.048 629.989 629.8914 3 920 100 1
"4774" "38000122" "38006873" 1 0 1 -0.4624 -0.267 1.1246 -0.7711 0.4357 0.1748 -0.7363 1 3 8 4 14.5 -0.6624 -0.5169 -0.135 460.334 456.597 463.019 448.681 494.831 438.758 477.398 479.204 459.805 454.561 463.3188 NA NA NA NA
"4775" "38000272" "38006874" 1 1 0 -0.4624 -1.228 -0.756 0.0097 1.5558 -0.1371 0.0634 2 3 2 10 9 -1.8148 NA NA 502.623 477.143 484.56 527.235 500.986 476.798 489.571 449.286 470.644 492.57 487.1416 2 1095 68.4375 3
"4776" "38000031" "38006876" 1 0 0 -0.4624 0.3635 0.4417 -0.9451 0.8211 0.905 0.6514 3 6 10 10 16 0.3629 0.7002 0.0409 526.949 459.075 534.57 476.016 521.408 502.353 495.962 486.516 493.326 513.756 500.9931 3 703 63.9091 3
"4777" "38000300" "38006880" 1 0 0 -0.4624 -1.228 1.1246 -0.4876 -0.1002 -0.3794 -0.4235 1 1 6 10 12 -0.2563 -0.1307 2.2723 481.435 457.608 483.885 484.479 473.268 493.592 473.535 478.158 492.009 424.23 474.2199 3 606 67.3333 1
"4778" "38000198" "38006882" 0 0 1 -0.4624 0.7515 -0.9358 -1.0388 0.4357 0.1748 -0.2177 1 3 10 2 16 -1.0866 -0.6428 0.3252 373.587 418.937 415.021 476.367 413.265 473.715 397.54 422.147 400.696 444.775 423.605 3 583 100 2
"4780" "38000216" "38006886" 1 1 1 -0.4624 -1.228 0.6942 -0.9451 -2.9095 2.6109 -0.647 2 1 9 10 14.5 -0.6112 1.056 1.4219 346.222 298.201 348.247 339.937 427.605 320.423 322.217 300.584 356.868 316.27 337.6574 4 302 67.1111 2
"4781" "38000118" "38006887" 1 0 0 0.8125 -0.3264 -0.756 -0.2083 0.8211 0.8918 0.2309 3 4 8 10 14.5 0.5153 0.237 0.906 469.344 546.158 499.456 539.604 505.964 487.744 510.295 512.211 508.576 505.403 508.4755 4 706 52.2963 2
"4782" "38000226" "38006889" 1 1 0 1.793 -0.3264 0.6942 -0.4514 -1.3627 -0.0394 0.8911 1 1 2 3 16 1.1271 -0.3999 -0.8541 663.594 709.838 641.847 630.926 623.693 652.417 614.85 613.125 638.557 656.783 644.563 4 369 43.4118 1
"4783" "38000115" "38006890" 0 1 1 -0.4624 -1.228 -0.756 -0.338 1.5558 0.544 1.0306 1 2 3 6 16 -0.5455 -0.3946 0.0045 407.174 399.446 365.999 446.153 415.01 419.8 378.259 445.777 414.368 420.336 411.2322 3 242 80.6667 1
"4784" "38000239" "38006892" 1 1 0 0.8125 -0.267 -1.5326 -0.7553 -0.8059 0.5653 -0.0343 2 3 2 10 14.5 -0.1553 -0.2514 1.3507 376.842 361.746 368.932 421.177 376.856 431.1 350.627 355.509 386.644 348.112 377.7545 3 924 100 1
